id,content
1753,"Alexa, set the   Bed room   fan speed to 4 (Medium plus)."
1754,"Alexa, set the   Bed room   fan speed to 5 (High)."
1755,"Alexa, set the   Bed room   fan speed to 6 (Auto)."
1756,"Alexa, set the   Bed room   fan speed to 7 (Quiet)."
1757,"Alexa, turn on the   Bed room  ."
1758,"Alexa, turn off the   Bed room  ."
1759,"Alexa, set the   Bed room   to Cool mode."
1760,"Alexa, set the   Bed room   to Heat mode."
1761,"Alexa, set the   Bed room   to Auto mode."
1762,"Alexa, set the   Bed room   temperature to 22 degrees."
1763,"Alexa, increase the   Bed room   temperature by 1 degrees."
1764,"Alexa, decrease the   Bed room   temperature by 2 degrees."
1765,"Alexa, set the   Bed room   fan speed to Low."
1766,"Alexa, set the   Bed room   fan speed to Low plus."
1767,"Alexa, set the   Bed room   fan speed to Medium."
1768,"Alexa, set the   Bed room   fan speed to Medium plus."
1769,"Alexa, set the   Bed room   fan speed to High."
1770,"Alexa, set the   Bed room   fan speed to Quiet."
1771,"Alexa, set the   Bed room   fan speed to 1 (Low)."
1772,"Alexa, set the   Bed room   fan speed to 2 (Low plus)."
1773,"Alexa, set the   Bed room   fan speed to 3 (Medium)."
1774,"Alexa, set the   Bed room   fan speed to 4 (Medium plus)."
1775,"Alexa, set the   Bed room   fan speed to 5 (High)."
1776,"Alexa, set the   Bed room   fan speed to 6 (Auto)."
1777,"Alexa, set the   Bed room   fan speed to 7 (Quiet)."
1778,"Alexa, what's my flash briefing"
1779,"Alexa, stop the air conditioner"
1780,"Alexa, open the garage"
1781,"Alexa, turn on the light"
1782,"Alexa, open GO DAIKIN"
1783,"Alexa, open GO DAIKIN"
1784,"Alexa, close the door"
1785,"Alexa, turn on the light."
1786,"Alexa, turn off the light."
1787,"Alexa, dim the light."
1788,"Alexa, brighten the light."
1789,"Alexa, set the light to 50 percent."
1790,"Alexa, set the light to red."
1791,"Alexa, set the light warm white."
1792,"Alexa, discover devices"
1793,"Alexa, open the door"
1794,"Alexa, close the door"
1795,"Alexa, turn on the light"
1796,"Alexa, turn off the light"
1797,"Alexa, turn on the light."
1798,"Alexa, turn on the plug."
1799,"Alexa, show the living room"
1800,"Alexa, show the living room"
1801,"Alexa, turn on Inno Switch"
1802,"Alexa, turn off Inno Switch"
1803,"Alexa, close the door"
1804,"Alexa, increase the temperature in my bathroom by 3 degrees"
1805,"Alexa, descubre mis dispositivos"
1806,"Alexa, turn off the light"
1807,"Alexa, turn on my living room light"
1808,"Alexa, turn off my living room light"
1809,"Alexa, dim my living room light"
1810,"Alexa, brighten my living room light"
1811,"Alexa, set the living room light to 20 percent"
1812,"Alexa, set bedroom light to green."
1813,"Alexa, set bedroom light to daylight."
1814,"Alexa, turn on bedroom light"
1815,"Alexa, turn off bedroom light"
1816,"Alexa, set hallway light to 10 percent"
1817,"Alexa, brighten hallway light"
1818,"Alexa, dim family room"
1819,"Alexa, dim kitchen by 60 percent"
1820,"Alexa, brighten kitchen light by 80 percent"
1821,"Alexa, set the bedroom light to red"
1822,"Alexa, change the kitchen to the color blue"
1823,"Alexa, open living shades"
1824,"Alexa, watch CNN"
1825,"Alexa, set up LED to red"
1826,"Alexa, turn off fan"
1827,"Alexa, turn on the heater"
1828,"Alexa, Set up Air Conditioning to 23 degrees"
1829,"Alexa, turn off bedroom blinds"
1830,"Alexa, arm my Vesta"
1831,"Alexa, arm my Vesta"
1832,"Alexa, arm my Vesta in away mode"
1833,"Alexa, disarm my Vesta"
1834,"Alexa, enable Tobicam skill"
1835,"Alexa, tell Aquanta to boost"
1836,"Alexa, ask Aquanta to boost for 1 day"
1837,"Alexa, tell Aquanta to stop boosting"
1838,"Alexa, turn on away on (device name)"
1839,"Alexa, turn off away"
1840,"Alexa, close the door"
1841,"Alexa, turn on switch"
1842,"Alexa, switch on plug"
1843,"Alexa, turn off switch"
1844,"Alexa, switch off plug"
1845,"Alexa, increase fan"
1846,"Alexa, decrease fan"
1847,"Alexa, turn on movie"
1848,"Alexa, switch on the tv"
1849,"Alexa, turn on the light"
1850,"Alexa, turn off the light"
1851,"Alexa, turn on all the lights"
1852,"Alexa, decrease the brightness"
1853,"Alexa, set the brightness to 50%"
1854,"Alexa, set the color to red"
1855,"Alexa, set the temperature to 20 degrees"
1856,"Alexa, increase the temperature"
1857,"Alexa, activate <name of the scene>"
1858,"Alexa, Turn On garage <garage door>"
1859,"Alexa, Lock the door"
1860,"Alexa, unlock the door"
1861,"Alexa, Turn on light"
1862,"Alexa, turn off light"
1863,"Alexa, talk to the front door camera"
1864,"Alexa, set the   living room   temperature to 25 degrees"
1865,"Alexa, increase the   bedroom   temperature by 2 degrees"
1866,"Alexa, turn on the   living room  "
1867,"Alexa, turn off the   living room  "
1868,"Alexa, lock the front door"
1869,"Alexa, unlock the front door"
1870,"Alexa, show me the front camera"
1871,"Alexa, open SecureConnect"
1872,"Alexa, ask SecureConnect"
1873,"Alexa, show me the front camera"
1874,"Alexa, open home message center"
1875,"Alexa, open home message center < No messages >"
1876,"Alexa, ask home message center to record message, I'll will be home by 8 o'clock"
1877,"Alexa, open home message center"
1878,"Alexa, turn on vacuum"
1879,"Alexa, turn off vacuum"
1880,"Alexa, turn off the light."
1881,"Alexa, turn on the light"
1882,"Alexa, turn off the fan"
1883,"Alexa, set Kitchen to cool"
1884,"Alexa, set Kitchen to heat"
1885,"Alexa, set Kitchen to auto"
1886,"Alexa, set Kitchen to off"
1887,"Alexa, Turn on plug"
1888,"Alexa, Turn off plug"
1889,"Alexa, discover the device"
1890,"Alexa, turn on power shower"
1891,"Alexa, turn on sleep mode"
1892,"Alexa, turn off power shower/sleep mode"
1893,"Alexa, ask AlphaTouch to show last visitor"
1894,"Alexa, ask AlphaTouch to list properties"
1895,"Alexa, turn my virtual switch on"
1896,"Alexa, i want to sleep"
1897,"Alexa, turn on living."
1898,"Alexa, Gaviota account info, email address and password."
1899,"Alexa, discover the device"
1900,"Alexa, talk to the front door camera"
1901,"Alexa, turn on the light after 6 pm"
1902,"Alexa, set on the living room lights to 100 brightness"
1903,"Alexa, ask magic box to turn on light."
1904,"Alexa, ask magic box to turn off light"
1905,"Alexa, ask magic box to change light color to blue."
1906,"Alexa, ask magic box to set light intensity to 40"
1907,"Alexa, ask magic box to turn off smart plug."
1908,"Alexa, connect the DOOR SENSOR"
1909,"Alexa, connect the MOTION SENSOR"
1910,"Alexa, connect the TEMPERATURE SENSOR"
1911,"Alexa, turn on the air conditioner."
1912,"Alexa, turn off the air conditioner."
1913,"Alexa, set the bedroom fan speed to auto"
1914,"Alexa, decrease the fan speed on the bedroom fan."
1915,"Alexa, disconnect my phone"
1916,"Alexa, set Living Room to 73 degrees."
1917,"Alexa, decrease Downstairs by 2 degrees."
1918,"Alexa, increase Upstairs by 3 degrees."
1919,"Alexa, close my door"
1920,"Alexa, open the door"
1921,"Alexa, turn on eco."
1922,"Alexa, turn on child lock."
1923,"Alexa, turn on oscillation."
1924,"Alexa, set the speed to 7."
1925,"Alexa, turn up the fan speed."
1926,"Alexa, close the window"
1927,"Alexa, turn on the smart plug"
1928,"Alexa, turn off the smart plug"
1929,"Alexa, turn on the switch"
1930,"Alexa, ask action smart to cook coffee"
1931,"Alexa, tell action smart to light coffee"
1932,"Alexa, open action smart and two cups of light coffee"
1933,"Alexa, show Front Door"
1934,"Alexa, stop cooking coffee"
1935,"Alexa, show camera 3"
1936,"Alexa, turn on the Bedroom light"
1937,"Alexa, dim the Living Room lights to 25%"
1938,"Alexa, set the hallway lights to blue Sockets"
1939,"Alexa, turn on the Bedroom fan"
1940,"Alexa, turn off the Living Room Lamp Airconditioner"
1941,"Alexa, set Kitchen temperature to 72 degrees  "
1942,"Alexa, decrease the Bedroom temperature  "
1943,"Alexa, turn on switches"
1944,"Alexa, turn on light."
1945,"Alexa, turn off light."
1946,"Alexa, turn on the Bedroom light"
1947,"Alexa, turn off air conditioner"
1948,"Alexa, arm my vesta"
1949,"Alexa, arm my vesta in away mode"
1950,"Alexa, disarm my vesta"
1951,"Alexa, turn on the hallway light."
1952,"Alexa, dim the ceiling light by 70 percent."
1953,"Alexa, increase the living room heating by two degrees."
1954,"Alexa, discover my smart home devices"
1955,"Alexa, lock the front door"
1956,"Alexa, unlock the front door"
1957,"Alexa, discover devices"
1958,"Alexa, ask dreamcatcher life to arm away"
1959,"Alexa, ask dreamcatcher life to arm stay"
1960,"Alexa, turn on kitchen light"
1961,"Alexa, change the living room light to blue"
1962,"Alexa, turn on the door"
1963,"Alexa, show the door"
1964,"Alexa, turn off the door"
1965,"Alexa, turn on ILIFE robot."
1966,"Alexa, turn off ILIFE robot."
1967,"Alexa, turn set bedroom AC to 20"
1968,"Alexa, set my Kitchen temperature to 75 degrees."
1969,"Alexa, set my Kitchen to 75 degrees."
1970,"Alexa, set the Kitchen temperature to 75 degrees."
1971,"Alexa, set the Kitchen to 75 degrees."
1972,"Alexa, set my Kitchen temperature to 75."
1973,"Alexa, set my Kitchen to 75."
1974,"Alexa, set the Kitchen temperature to 75."
1975,"Alexa, set the Kitchen to 75."
1976,"Alexa, decrease my Kitchen temperature by 3 degrees."
1977,"Alexa, increase my Kitchen temperature by 3 degrees."
1978,"Alexa, decrease my Kitchen by 3 degrees."
1979,"Alexa, increase my Kitchen by 3 degrees."
1980,"Alexa, decrease the Kitchen temperature by 3 degrees."
1981,"Alexa, increase the Kitchen temperature by 3 degrees."
1982,"Alexa, decrease the Kitchen by 3 degrees."
1983,"Alexa, increase the Kitchen by 3 degrees."
1984,"Alexa, decrease my Kitchen temperature by 3."
1985,"Alexa, increase my Kitchen temperature by 3."
1986,"Alexa, decrease my Kitchen by 3."
1987,"Alexa, increase my Kitchen by 3."
1988,"Alexa, decrease the Kitchen temperature by 3."
1989,"Alexa, increase the Kitchen temperature by 3."
1990,"Alexa, decrease the Kitchen by 3."
1991,"Alexa, increase the Kitchen by 3."
1992,"Alexa, decrease my Kitchen temperature."
1993,"Alexa, increase my Kitchen temperature."
1994,"Alexa, decrease the Kitchen temperature."
1995,"Alexa, increase the Kitchen temperature."
1996,"Alexa, decrease my Kitchen."
1997,"Alexa, increase my Kitchen."
1998,"Alexa, decrease the Kitchen."
1999,"Alexa, increase the Kitchen."
2000,"Alexa, make my corner office warmer."
2001,"Alexa, make the corner office cooler."
2002,"Alexa, set the Kitchen to cool."
2003,"Alexa, discover devices"
2004,"Alexa, turn on Bedroom"
2005,"Alexa, brighten Kitchen to 50%"
2006,"Alexa, turn on my Bedroom lights"
2007,"Alexa, turn off the Kitchen lights"
2008,"Alexa, brighten Dining Room to 50%"
2009,"Alexa, dim the Living Room lights"
2010,"Alexa, make the living room warmer"
2011,"Alexa, turn on the light"
2012,"Alexa, set the bedroom light to fifty percent"
2013,"Alexa, set the lights to blue"
2014,"Alexa, set the dining room softer"
2015,"Alexa, set the light cool ."
2016,"Alexa, ask Genio Robot to start cleaning."
2017,"Alexa, ask Genio Robot to stop cleaning."
2018,"Alexa, ask Genio Robot to start charging."
2019,"Alexa, show the living room"
2020,"Alexa, turn on the AC."
2021,"Alexa, turn off the AC."
2022,"Alexa, increase the temp"
2023,"Alexa, decrease the temp"
2024,"Alexa, set the temp to twenty four degrees"
2025,"Alexa, what is the current temperature"
2026,"Alexa, what is the AC set to"
2027,"Alexa, set the mode to cool."
2028,"Alexa, turn off Delta light"
2029,"Alexa, turn on Water Heater."
2030,"Alexa, turn off Water Heater."
2031,"Alexa, discover devices"
2032,"Alexa, Turn on the treadmill;"
2033,"Alexa, Turn off the treadmill ;"
2034,"Alexa, Speed up;"
2035,"Alexa, make it faster;"
2036,"Alexa, Speed down;"
2037,"Alexa, Set the speed to 5;"
2038,"Alexa, Set the treadmill;"
2039,"Alexa, speed to 5;"
2040,"Alexa, set the treadmill speed to 3."
2041,"Alexa, turn on the bedoroom light"
2042,"Alexa, turn on the bedoroom light"
2043,"Alexa, show camera 3"
2044,"Alexa, stop the camera"
2045,"Alexa, turn on living room lights"
2046,"Alexa, turn off kitchen lights"
2047,"Alexa, dim bedroom light"
2048,"Alexa, brighten bedroom light"
2049,"Alexa, set the kitchen lights to 20 percent"
2050,"Alexa, set bedroom light to green."
2051,"Alexa, set living room light to cool white."
2052,"Alexa, turn on coffee maker plug"
2053,"Alexa, tell my Pillar to unlock"
2054,"Alexa, ask my Pillar to change color to red"
2055,"Alexa, tell my Pillar to change style to solid night"
2056,"Alexa, tell my Pillar to set brightness to five percent"
2057,"Alexa, tell my Pillar to change access time to 10 seconds"
2058,"Alexa, ask my Pillar for help"
2059,"Alexa, ask my Pillar for color choices"
2060,"Alexa, discover devices"
2061,"Alexa, turn the fan on "
2062,"Alexa, start my morning "
2063,"Alexa, turn on the kitchen downlights "
2064,"Alexa, turn on night mode"
2065,"Alexa, it s movie time"
2066,"Alexa, set the hallway light to blue"
2067,"Alexa, brighten table lamp to 50%"
2068,"Alexa, turn on the air con"
2069,"Alexa, turn off the TV"
2070,"Alexa, let s start working"
2071,"Alexa, I m leaving for work"
2072,"Alexa, it s time to relax"
2073,"Alexa, turn on Away scene"
2074,"Alexa, tell my StashCan to unlock"
2075,"Alexa, ask my StashCan to change color to red"
2076,"Alexa, tell my StashCan to change style to solid night"
2077,"Alexa, tell my StashCan to set brightness to five percent"
2078,"Alexa, change access time to 10 seconds"
2079,"Alexa, ask my StashCan for help"
2080,"Alexa, ask my StashCan for color choices"
2081,"Alexa, learn my voice"
2082,"Alexa, lock the door lock"
2083,"Alexa, unlock the door lock "
2084,"Alexa, show  the  living  room"
2085,"Alexa, discover devices"
2086,"Alexa, lock the front door"
2087,"Alexa, unlock the main door"
2088,"Alexa, turn on the dehumidifier"
2089,"Alexa, turn off the dehumidifier"
2090,"Alexa, set my bathroom to 22 degrees"
2091,"Alexa, turn on the kitchen lighting"
2092,"Alexa, turn on ceiling light"
2093,"Alexa, unlock the door"
2094,"Alexa, turn on my livingroom light "
2095,"Alexa, turn off my livingroom light "
2096,"Alexa, dim my livingroom light "
2097,"Alexa, brighten my livingroom light "
2098,"Alexa, set the livingroom light to 20 percent "
2099,"Alexa, set bedroom light to green."
2100,"Alexa, set bedroom light to cool white."
2101,"Alexa, open the door"
2102,"Alexa, open INSTAR Cloud"
2103,"Alexa, start INSTAR Cloud"
2104,"Alexa, show me the latest alarms"
2105,"Alexa, play the latest videos"
2106,"Alexa, show the latest 10 alarms from camera entrance"
2107,"Alexa, play the 5 latest videos from camera courtyard"
2108,"Alexa, show me all alarms from March 28th 2020"
2109,"Alexa, play videos from December 24th 2019"
2110,"Alexa, how much space is left on my cloud"
2111,"Alexa, how much memory is still available"
2112,"Alexa, exit INSTAR Cloud"
2113,"Alexa, turn on vacuum."
2114,"Alexa, set Hallway Device to 35 Celsius."
2115,"Alexa, turn off vacuum"
2116,"Alexa, ask Hoover Rogue for status"
2117,"Alexa, ask Hoover Rogue for current status"
2118,"Alexa, ask Hoover Rogue status"
2119,"Alexa, tell Hoover Rogue to start cleaning"
2120,"Alexa, tell Hoover Rogue to start"
2121,"Alexa, tell Hoover Rogue to work"
2122,"Alexa, tell Hoover Rogue to clean"
2123,"Alexa, tell Hoover Rogue to clean all"
2124,"Alexa, tell Hoover Rogue to stop cleaning"
2125,"Alexa, tell Hoover Rogue to stop"
2126,"Alexa, tell Hoover Rogue to stop cleaning"
2127,"Alexa, tell Hoover Rogue to pause cleaning"
2128,"Alexa, tell Hoover Rogue to pause"
2129,"Alexa, tell Hoover Rogue to wait"
2130,"Alexa, tell Hoover Rogue to go back home"
2131,"Alexa, tell Hoover Rogue to return home"
2132,"Alexa, tell Hoover Rogue to return to home"
2133,"Alexa, tell Hoover Rogue to go home"
2134,"Alexa, tell Hoover Rogue to go to the docking station"
2135,"Alexa, turn on Living Room TV"
2136,"Alexa, volume up on Living Room TV Handyman Smart Light Switch & Smart Bulb  "
2137,"Alexa, turn on the Garage light  "
2138,"Alexa, dim the Living Room lights to 25%  "
2139,"Alexa, turn off all lights  "
2140,"Alexa, set lights to pink color Handyman Smart Plug  "
2141,"Alexa, turn on plug"
2142,"Alexa, turn off plug Handyman Smart Robot Vacuum  "
2143,"Alexa, turn on robot  "
2144,"Alexa, turn off robot "
2145,"Alexa, turn on party"
2146,"Alexa, turn WX8 on"
2147,"Alexa, turn off RGB Garden Light"
2148,"Alexa, brighten the RGB Garden Light"
2149,"Alexa, dim the RGB Garden Light"
2150,"Alexa, lock the door"
2151,"Alexa, turn on switch"
2152,"Alexa, turn off switch"
2153,"Alexa, ask j home to set alarm at noon"
2154,"Alexa, ask j home to stop alarm."
2155,"Alexa, turn on the living room lights "
2156,"Alexa, dim the kitchen light  Comfort"
2157,"Alexa, turn on the robot vacuum cleaner"
2158,"Alexa, turn on the fan in the room  The possibilities are endless!"
2159,"Alexa, detect devices"
2160,"Alexa, decrease fireplace"
2161,"Alexa, increase fireplace"
2162,"Alexa, stop fireplace"
2163,"Alexa, set Basement lights to 60%,"
2164,"Alexa, increase Dining Room fan speed to 6"
2165,"Alexa, set Library lights to 85%"
2166,"Alexa, brighten Library lights to 99%"
2167,"Alexa, ask Tabot Cleaner to start cleaning."
2168,"Alexa, ask Tabot Cleaner to stop cleaning."
2169,"Alexa, ask Tabot Cleaner to start charging."
2170,"Alexa, close the door"
2171,"Alexa, turn on Smart Diffuser"
2172,"Alexa, turn off Smart Diffuser"
2173,"Alexa, Once you're connected to"
2174,"Alexa, you'll be ready to go."
2175,"Alexa, tell Rawlins Concierge I have a question"
2176,"Alexa, ask Rawlins Concierge what are my local offers"
2177,"Alexa, show doorbell 3"
2178,"Alexa, stop playing music"
2179,"Alexa, enable the Septekon Skill"
2180,"Alexa, open the garage door"
2181,"Alexa, close the garage door"
2182,"Alexa, ask Medion Smart for status"
2183,"Alexa, tell MEDION Smart to start vacuuming"
2184,"Alexa, tell MEDION Smart to pause the cleaning"
2185,"Alexa, dim the light"
2186,"Alexa, turn on smart light"
2187,"Alexa, dim back patio light"
2188,"Alexa, receive doorbell notification"
2189,"Alexa, receive camera notification."
2190,"Alexa, turn the AC ON"
2191,"Alexa, set Melissa to 27 degrees"
2192,"Alexa, turn on Bobbie"
2193,"Alexa, set Vicki to 27 degrees"
2194,"Alexa, turn on Smart Plug"
2195,"Alexa, ask Sharp Air to turn on the air purifier"
2196,"Alexa, ask Sharp Air to turn off the air purifier"
2197,"Alexa, ask Sharp Air to clean the air"
2198,"Alexa, ask Sharp Air to set the mode to POLLEN"
2199,"Alexa, ask Sharp Air to set the mode to SLEEP"
2200,"Alexa, ask Sharp Air to set the mode to EXPRESS CLEAN"
2201,"Alexa, ask Sharp Air to set the fan to LOW / MEDIUM / HIGH"
2202,"Alexa, ask Sharp Air to tell me the current operation mode Up to 10 air purifiers can be controlled."
2203,"Alexa, ask Sharp Air to turn on the air purifer   in the bedroom  "
2204,"Alexa, ask Hoover Cook what can I ask you"
2205,"Alexa, open Hoover Cook"
2206,"Alexa, ask Hoover Cook how do I cook cookies"
2207,"Alexa, ask Hoover Cook what the Defrost function is"
2208,"Alexa, ask Hoover Cook how do I clean the oven"
2209,"Alexa, turn on kitchen fan"
2210,"Alexa, turn off kitchen fan"
2211,"Alexa, set kitchen fan to 50 percent"
2212,"Alexa, set the power to 40 percent on the kitchen fan"
2213,"Alexa, Turn On Light"
2214,"Alexa, Turn Off Light"
2215,"Alexa, ask easy zone to turn (off/on) my aircon"
2216,"Alexa, ask easy zone to change temperature to twenty four"
2217,"Alexa, set Thermostat to 20 degrees"
2218,"Alexa, increase the temperature on Thermostat Switch"
2219,"Alexa, turn on switch"
2220,"Alexa, turn off switch Analog output"
2221,"Alexa, turn on dimmer"
2222,"Alexa, set dimmer to 20 percent"
2223,"Alexa, increase dimmer by 50 percent"
2224,"Alexa, lower dimmer Blinds (with angle)"
2225,"Alexa, set Blind to 20 percent"
2226,"Alexa, increase the Blind by 50 percent"
2227,"Alexa, lower the Blind Shutters, awning"
2228,"Alexa, set Awning to 20 percent"
2229,"Alexa, increase Awning by 50 percent"
2230,"Alexa, lower Awning RGB light"
2231,"Alexa, set the color on RGB Light to Blue"
2232,"Alexa, turn off RGB Light"
2233,"Alexa, set RGB Light to 20 percent"
2234,"Alexa, discover devices"
2235,"Alexa, turn on switch"
2236,"Alexa, turn off switch."
2237,"Alexa, turn on Goodbye"
2238,"Alexa, turn on Welcome"
2239,"Alexa, turn on Dinner"
2240,"Alexa, turn off Dinner"
2241,"Alexa, turn on Kitchen Light"
2242,"Alexa, turn off Kitchen Light"
2243,"Alexa, Turn On bedroom light"
2244,"Alexa, turn on vacuum"
2245,"Alexa, turn off vacuum"
2246,"Alexa, ask Smart Khaya to turn on my aircon "
2247,"Alexa, ask Smart Khaya to change temperature to twenty four "
2248,"Alexa, ask Smart Khaya to change fan speed to low"
2249,"Alexa, ask Smart Khaya to change mode to cool"
2250,"Alexa, ask Smart Khaya to turn off all aircon"
2251,"Alexa, ask Smart Khaya to change temperature to twenty four on aircon two "
2252,"Alexa, ask Smart Khaya to change fan speed to low "
2253,"Alexa, ask Smart Khaya to change mode to heat on aircon three MyPlace"
2254,"Alexa, ask Smart Khaya to turn on my place group two"
2255,"Alexa, ask Smart Khaya to close my garage"
2256,"Alexa, ask Smart Khaya to run scene four"
2257,"Alexa, ask Smart Khaya to run my eco MyLights"
2258,"Alexa, ask Smart Khaya to turn on my lights group three"
2259,"Alexa, show me the front camera"
2260,"Alexa, stop the front camera"
2261,"Alexa, set the light to blue"
2262,"Alexa, set the light  to red"
2263,"Alexa, Turn on the light"
2264,"Alexa, Turn off the light"
2265,"Alexa, turn on the bedside lamp"
2266,"Alexa, turn off the bedside lamp"
2267,"Alexa, set the living room lamp to 50%"
2268,"Alexa, unlock the front door"
2269,"Alexa, turn off the south garden sprinkler"
2270,"Alexa, turn on the front gate"
2271,"Alexa, turn off the front gate"
2272,"Alexa, turn on the south garden sprinkler"
2273,"Alexa, turn off the south garden sprinkler"
2274,"Alexa, set the Bedroom to 22 degrees"
2275,"Alexa, set the Bedroom to 25 degrees"
2276,"Alexa, set the Living Room to heating mode"
2277,"Alexa, turn on party"
2278,"Alexa, turn on the kitchen light"
2279,"Alexa, turn off party"
2280,"Alexa, turn on the light."
2281,"Alexa, turn off the light."
2282,"Alexa, dim the light."
2283,"Alexa, brighten the light."
2284,"Alexa, set the light to 50 percent."
2285,"Alexa, set the light to red."
2286,"Alexa, set the light to warm white."
2287,"Alexa, ask danby parcel guard how many expected parcels for today"
2288,"Alexa, discover devices"
2289,"Alexa, turn on the light."
2290,"Alexa, turn off the light."
2291,"Alexa, dim the light."
2292,"Alexa, brighten the light."
2293,"Alexa, set the light to 50 percent."
2294,"Alexa, set the light to red."
2295,"Alexa, set the light to warm white."
2296,"Alexa, show the front door"
2297,"Alexa, show the living room"
2298,"Alexa, stop showing the front door"
2299,"Alexa, show doorbell 3"
2300,"Alexa, turn off Plug"
2301,"Alexa, turn on Plug"
2302,"Alexa, turn on light"
2303,"Alexa, turn off light"
2304,"Alexa, set bulb to 50 percent"
2305,"Alexa, turn on Good Morning"
2306,"Alexa, show doorbell 3"
2307,"Alexa, show the camera"
2308,"Alexa, dim the living room lights by 50 percent"
2309,"Alexa, turn on all"
2310,"Alexa, turn off all"
2311,"Alexa, turn on my livingroom light "
2312,"Alexa, turn off my livingroom light "
2313,"Alexa, dim my livingroom light "
2314,"Alexa, brighten my livingroom light "
2315,"Alexa, set the livingroom light to 20 percent"
2316,"Alexa, set bedroom light to green."
2317,"Alexa, set bedroom light to cool white."
2318,"Alexa, set dining room  AC to 24 degrees"
2319,"Alexa, increase bedroom AC temperature by 2 degrees"
2320,"Alexa, turn off air conditioner"
2321,"Alexa, open Glass House Guide"
2322,"Alexa, open Glass House Guide"
2323,"Alexa, Turn on my light."
2324,"Alexa, Turn off my light."
2325,"Alexa, set my light to sixty percent."
2326,"Alexa, dim my light."
2327,"Alexa, ask Smart Plus to turn on the autorotate on the ""Living room""."
2328,"Alexa, ask Smart Plus to turn off the autorotate on the ""Living room""."
2329,"Alexa, Color night vision"
2330,"Alexa, ask Smart Plus to turn on the color night vision on the ""Living room""."
2331,"Alexa, ask Smart Plus to turn off the color night vision on the ""Living room""."
2332,"Alexa, Capture a photo"
2333,"Alexa, ask Smart Plus to take a snapshot with the ""Living room""."
2334,"Alexa, ask Smart Plus to give me a picture of the ""Living room""."
2335,"Alexa, ask Smart Plus to turn on the siren on the ""Living room""."
2336,"Alexa, ask Smart Plus to sound the siren with the ""Living room""."
2337,"Alexa, ask Smart Plus to siren all devices."
2338,"Alexa, ask Smart Plus to siren."
2339,"Alexa, enable Hoop Home skill"
2340,"Alexa, turn off bedroom lights."
2341,"Alexa, turn on meditation in the Bedroom"
2342,"Alexa, turn on bedroom lights"
2343,"Alexa, brighten kitchen to 60%"
2344,"Alexa, turn on my Bedroom lights"
2345,"Alexa, turn off the Kitchen lights"
2346,"Alexa, brighten Dining Room to 60%"
2347,"Alexa, set the bedroom light to orange"
2348,"Alexa, set the kitchen light to cool white"
2349,"Alexa, ask lucky robot to start cleaning."
2350,"Alexa, ask lucky robot to stop cleaning."
2351,"Alexa, ask lucky robot to start charging."
2352,"Alexa, ask lucky robot to stop charging."
2353,"Alexa, change profile to Away"
2354,"Alexa, turn power switch on"
2355,"Alexa, turn light switch lights on"
2356,"Alexa, turn on the Kitchen light"
2357,"Alexa, dim Living Room light by 30 percent"
2358,"Alexa, close the Living Room curtain"
2359,"Alexa, turn off the bedroom smart plug"
2360,"Alexa, turn on plug"
2361,"Alexa, turn on living room ac."
2362,"Alexa, turn off living room ac."
2363,"Alexa, set mode on living room ac to cool."
2364,"Alexa, set the living room ac temperature to 16."
2365,"Alexa, turn on light"
2366,"Alexa, turn off light"
2367,"Alexa, set bulb to 50 percent"
2368,"Alexa, turn on Good Morning"
2369,"Alexa, turn on the lights in my bedroom"
2370,"Alexa, turn on the coffee machine"
2371,"Alexa, change profile to Away"
2372,"Alexa, turn power switch on"
2373,"Alexa, turn on light switch light"
2374,"Alexa, turn on basement light"
2375,"Alexa, turn on living room ac."
2376,"Alexa, turn off living room ac."
2377,"Alexa, set mode on living room ac to cool."
2378,"Alexa, set the living room ac temperature to 16."
2379,"Alexa, start the front camera"
2380,"Alexa, turn off leadBox"
2381,"Alexa, turn on leadBox"
2382,"Alexa, show the front camera"
2383,"Alexa, show the living room camera"
2384,"Alexa, stop the front camera"
2385,"Alexa, defrost three pounds of meat in my oven"
2386,"Alexa, set kitchen temperature to 19 degrees"
2387,"Alexa, make bedroom warmer."
2388,"Alexa, turn on the living room lights"
2389,"Alexa, dim the living room lights to 35 percent"
2390,"Alexa, activate the garden lights"
2391,"Alexa, set master bedroom heating to 22 degrees"
2392,"Alexa, decrease the library temperature"
2393,"Alexa, set the ground floor to 24 degrees"
2394,"Alexa, turn on the main light"
2395,"Alexa, turn off the coffee machine"
2396,"Alexa, activate the cooking mood"
2397,"Alexa, activate the party mood' '"
2398,"Alexa, activate the visitor's mood"
2399,"Alexa, activate night mood' "
2400,"Alexa, set kitchen temperature to 19 degrees"
2401,"Alexa, make bedroom warmer."
2402,"Alexa, ask RICOH THETA to shoot an image"
2403,"Alexa, ask RICOH THETA to take a photo"
2404,"Alexa, ask RICOH THETA to snap an image"
2405,"Alexa, ask RICOH THETA to shoot a video"
2406,"Alexa, ask RICOH THETA to capture a movie for 5 minutes"
2407,"Alexa, ask RICOH THEATA to stop shooting"
2408,"Alexa, ask RICOH THEATA to stop video recording"
2409,"Alexa, ask RICOH THETA to change settings"
2410,"Alexa, turn on smart plug"
2411,"Alexa, turn off smart plug"
2412,"Alexa, turn on First Light 2."
2413,"Alexa, ask smart camera for turn up kitchen"
2414,"Alexa, ask smart camera for turn down kitchen"
2415,"Alexa, ask smart camera for turn left kitchen"
