id,content
540,If the temperature in the home rises above a certain level, turn on the ceiling fan.
541,When the sun rises, open the motorized blinds.
542,If no motion is detected in the living room for 30 minutes, turn off the tv and any connected speakers.
543,If the temperature exceeds 80 degrees fahrenheit, turn on the air conditioning.
544,When the temperature drops below a certain level, turn on the heater.
545,If the temperature outside rises above a certain level, turn on the air conditioning.
546,When a smoke detector is triggered, turn on all the lights in the house.
547,Turn on the porch light when motion is detected after sunset.
548,If the temperature outside drops below a certain level, turn on the heating system in the house.
549,If the temperature rises above 80 degrees, turn on the air conditioning.
550,When the motion is detected in the living room, turn on the lights.
551,If a window is opened, turn off the air conditioning in that room.
552,If the temperature inside the house is above a certain level, turn on the air conditioning.
553,If the temperature exceeds a certain threshold during the day, turn on the air conditioning system.
554,If no motion is detected in a room for a certain amount of time, turn off the lights in that room.
555,If there is no motion detected in the living room for 30 minutes, turn off the tv and any connected devices.
556,If no motion is detected in the living room for 15 minutes, turn off the tv and other electronics.
557,If the temperature in the living room rises above 80 degrees fahrenheit, turn on the ceiling fan.
558,In the morning, open the curtains in the bedroom and turn on the coffee maker.
559,When motion is detected in the living room, turn on the tv and adjust the lights.
560,If the indoor temperature rises above a certain level, turn on the air conditioning system.
561,If no motion has been detected in a room for more than 30 minutes, turn off the lights in that room.
562,If no motion detected in the living room for 10 mins, turn off the tv and other electronics.
563,If no motion is detected in the living room for 15 minutes, turn off the tv and the lights.
564,When the temperature drops below 60°f, turn on the heater.
565,If the temperature outside drops below a certain degree, turn on the heating system.
566,When the temperature drops below 60 degrees fahrenheit, turn on the heat in the house.
567,When the smoke detector goes off, turn on all the lights in the house to help people safely evacuate.
568,If no movement is detected in the living room for a period of 30 minutes, turn off the tv and any surrounding lights.
569,When the temperature outside drops below a certain level, turn on the heating system in the house.
570,If no motion is detected in the living room for 15 minutes, turn off the tv and other electronics.
571,When motion is detected outside the front door, turn on the porch light.
572,If the temperature in the house exceeds a certain threshold, turn on the air conditioning.
573,When the temperature drops below a certain point, turn on the heater.
574,If motion is detected in the living room after 10 pm, turn on the ceiling fan.
